Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label,Measurement ID
63rd Street Weather Station,01/03/2017 02:00:00 AM,2.9,2.8,99,0,0,57.6,0,11,2,2.5,987.7,4,354,11.9,01/03/2017 2:00 AM,63rdStreetWeatherStation201701030200
Foster Weather Station,01/03/2017 02:00:00 AM,3.56,,89,,0,,,350,0.8,1,987.5,0,,15.2,01/03/2017 2:00 AM,FosterWeatherStation201701030200
Oak Street Weather Station,01/03/2017 02:00:00 AM,4.7,4.4,95,0,0,136.8,0,107,2.3,2.8,988,1,1,12.1,01/03/2017 2:00 AM,OakStreetWeatherStation201701030200
63rd Street Weather Station,01/03/2017 03:00:00 AM,3.5,3.3,98,0,0,57.6,0,355,1.4,2.3,987.4,4,354,11.8,01/03/2017 3:00 AM,63rdStreetWeatherStation201701030300
Foster Weather Station,01/03/2017 03:00:00 AM,2.5,,88,,0,,,345,1.5,1.8,986.8,0,,15.2,01/03/2017 3:00 AM,FosterWeatherStation201701030300
Oak Street Weather Station,01/03/2017 03:00:00 AM,3.4,3,94,0,0,136.8,0,356,1.4,1.9,987.8,1,1,12,01/03/2017 3:00 AM,OakStreetWeatherStation201701030300
63rd Street Weather Station,01/03/2017 04:00:00 AM,3.3,3.2,99,0,0,57.6,0,5,1.7,3.4,986.7,4,354,11.9,01/03/2017 4:00 AM,63rdStreetWeatherStation201701030400
Foster Weather Station,01/03/2017 04:00:00 AM,3.06,,89,,0,,,339,1.8,2.1,986.5,0,,15.2,01/03/2017 4:00 AM,FosterWeatherStation201701030400
Oak Street Weather Station,01/03/2017 04:00:00 AM,3.4,3.1,95,0,0,136.8,0,87,0.8,1.6,987.5,2,1,12,01/03/2017 4:00 AM,OakStreetWeatherStation201701030400
63rd Street Weather Station,01/03/2017 05:00:00 AM,3,3,99,0,0,57.6,0,10,2.2,3.6,986.2,4,354,11.9,01/03/2017 5:00 AM,63rdStreetWeatherStation201701030500
Foster Weather Station,01/03/2017 05:00:00 AM,3.06,,89,,0,,,2,1.4,1.7,985.8,0,,15.1,01/03/2017 5:00 AM,FosterWeatherStation201701030500
63rd Street Weather Station,01/03/2017 06:00:00 AM,3.7,3.7,99,0,0,57.6,0,9,2,3.7,986,4,354,11.9,01/03/2017 6:00 AM,63rdStreetWeatherStation201701030600
Foster Weather Station,01/03/2017 06:00:00 AM,3.78,,89,,0,,,350,0.9,1,985.8,0,,15.1,01/03/2017 6:00 AM,FosterWeatherStation201701030600
Oak Street Weather Station,01/03/2017 06:00:00 AM,4.5,4.2,95,0,0,136.8,0,0,0,0.6,986.7,1,1,12.1,01/03/2017 6:00 AM,OakStreetWeatherStation201701030600
63rd Street Weather Station,01/03/2017 07:00:00 AM,3.5,3.5,99,0,0,57.6,0,8,2.4,4.4,986,4,354,11.9,01/03/2017 7:00 AM,63rdStreetWeatherStation201701030700
Foster Weather Station,01/03/2017 07:00:00 AM,3.78,,89,,0,,,344,2.9,3.4,985.8,0,,14.8,01/03/2017 7:00 AM,FosterWeatherStation201701030700
Oak Street Weather Station,01/03/2017 07:00:00 AM,4,3.7,96,0,0,136.8,0,56,0.6,0.7,986.8,1,1,12.1,01/03/2017 7:00 AM,OakStreetWeatherStation201701030700
63rd Street Weather Station,01/03/2017 08:00:00 AM,3.3,3.2,99,0,0,57.6,0,4,2.7,5.1,985.9,17,354,11.9,01/03/2017 8:00 AM,63rdStreetWeatherStation201701030800
Foster Weather Station,01/03/2017 08:00:00 AM,4.06,,90,,0,,,343,3.4,3.8,985.8,0,,15.2,01/03/2017 8:00 AM,FosterWeatherStation201701030800
Oak Street Weather Station,01/03/2017 08:00:00 AM,4.3,4,96,0,0,136.8,0,0,0,1.1,986.9,10,1,12.1,01/03/2017 8:00 AM,OakStreetWeatherStation201701030800
63rd Street Weather Station,01/03/2017 09:00:00 AM,2.7,2.7,100,0,0,57.6,0,6,2.5,3.9,986.3,71,354,11.9,01/03/2017 9:00 AM,63rdStreetWeatherStation201701030900
Foster Weather Station,01/03/2017 09:00:00 AM,3.39,,89,,0,,,338,3.2,3.8,985.8,0,,14.8,01/03/2017 9:00 AM,FosterWeatherStation201701030900
Oak Street Weather Station,01/03/2017 09:00:00 AM,4.4,4.2,96,0,0,136.8,0,23,1.1,2.1,986.7,37,1,11.9,01/03/2017 9:00 AM,OakStreetWeatherStation201701030900
63rd Street Weather Station,01/03/2017 10:00:00 AM,3,2.9,100,0,0,57.6,0,6,4.1,5.8,985.9,56,354,11.8,01/03/2017 10:00 AM,63rdStreetWeatherStation201701031000
Foster Weather Station,01/03/2017 10:00:00 AM,3.56,,89,,0,,,356,2.5,3.5,985.8,0,,15.2,01/03/2017 10:00 AM,FosterWeatherStation201701031000
Oak Street Weather Station,01/03/2017 10:00:00 AM,3.8,3.5,96,0,0,136.8,0,27,1,1.9,986.6,42,1,12,01/03/2017 10:00 AM,OakStreetWeatherStation201701031000
63rd Street Weather Station,01/03/2017 11:00:00 AM,3.6,3.6,100,0,0.2,57.9,60,10,4.3,8.1,985.5,66,354,11.9,01/03/2017 11:00 AM,63rdStreetWeatherStation201701031100
Foster Weather Station,01/03/2017 11:00:00 AM,4,,89,,0.03,,,330,4.2,4.6,985.4,0,,15.1,01/03/2017 11:00 AM,FosterWeatherStation201701031100
Oak Street Weather Station,01/03/2017 11:00:00 AM,4,3.8,97,0,0,136.9,0,7,4.2,5.6,986.3,34,0,12.1,01/03/2017 11:00 AM,OakStreetWeatherStation201701031100
63rd Street Weather Station,01/03/2017 12:00:00 PM,4.9,4.9,100,0,0,57.9,60,332,2.2,4,985.8,25,354,11.8,01/03/2017 12:00 PM,63rdStreetWeatherStation201701031200
Foster Weather Station,01/03/2017 12:00:00 PM,4.28,,89,,0,,,315,2.6,3,985.4,0,,15.2,01/03/2017 12:00 PM,FosterWeatherStation201701031200
Oak Street Weather Station,01/03/2017 12:00:00 PM,5.2,4.9,97,0,0,136.9,0,346,1.8,3.4,986.2,26,1,12.1,01/03/2017 12:00 PM,OakStreetWeatherStation201701031200
63rd Street Weather Station,01/03/2017 01:00:00 PM,4.3,4.3,99,0,1,58.9,60,359,2.2,5.1,984.9,34,354,11.9,01/03/2017 1:00 PM,63rdStreetWeatherStation201701031300
Foster Weather Station,01/03/2017 01:00:00 PM,4,,88,,0,,,324,2.8,2.9,984.8,0,,15.2,01/03/2017 1:00 PM,FosterWeatherStation201701031300
Oak Street Weather Station,01/03/2017 01:00:00 PM,5.1,4.6,93,0,0.1,137,0,4,4.1,6.5,985.5,29,1,12,01/03/2017 1:00 PM,OakStreetWeatherStation201701031300
63rd Street Weather Station,01/03/2017 02:00:00 PM,4.6,4.6,99,0,0,58.9,0,332,2.6,4.5,985.3,23,354,11.8,01/03/2017 2:00 PM,63rdStreetWeatherStation201701031400
Foster Weather Station,01/03/2017 02:00:00 PM,3.67,,83,,0,,,318,4.6,5.1,984.8,0,,15.2,01/03/2017 2:00 PM,FosterWeatherStation201701031400
Oak Street Weather Station,01/03/2017 02:00:00 PM,4.8,4.1,90,0,0,137,0,316,1.6,3.1,985.8,33,1,12.1,01/03/2017 2:00 PM,OakStreetWeatherStation201701031400
63rd Street Weather Station,01/03/2017 03:00:00 PM,4.3,3.8,93,0,0,58.9,0,338,3.6,6.6,985.9,15,354,11.8,01/03/2017 3:00 PM,63rdStreetWeatherStation201701031500
Foster Weather Station,01/03/2017 03:00:00 PM,3.67,,80,,0,,,316,3.8,4.2,985.4,0,,15.2,01/03/2017 3:00 PM,FosterWeatherStation201701031500
Oak Street Weather Station,01/03/2017 03:00:00 PM,4.7,3.7,85,0,0,137,0,347,2.3,4.3,986.3,20,1,12.1,01/03/2017 3:00 PM,OakStreetWeatherStation201701031500
63rd Street Weather Station,01/03/2017 04:00:00 PM,4.4,3.6,89,0,0,58.9,0,334,3,4.9,985.6,9,354,11.9,01/03/2017 4:00 PM,63rdStreetWeatherStation201701031600
Foster Weather Station,01/03/2017 04:00:00 PM,3.67,,77,,0,,,273,2.6,3.2,985.1,0,,15.1,01/03/2017 4:00 PM,FosterWeatherStation201701031600
Oak Street Weather Station,01/03/2017 04:00:00 PM,4.8,3.6,82,0,0,137,0,321,1.6,3.5,986.2,11,1,12,01/03/2017 4:00 PM,OakStreetWeatherStation201701031600
63rd Street Weather Station,01/03/2017 05:00:00 PM,4.1,3.2,87,0,0,58.9,0,292,3.6,6.4,986.7,4,354,11.9,01/03/2017 5:00 PM,63rdStreetWeatherStation201701031700
Foster Weather Station,01/03/2017 05:00:00 PM,3.06,,77,,0,,,263,3.8,4.6,986.5,0,,15.2,01/03/2017 5:00 PM,FosterWeatherStation201701031700
Oak Street Weather Station,01/03/2017 05:00:00 PM,4.5,3.2,81,0,0,137,0,338,3,5.3,987.3,1,1,12,01/03/2017 5:00 PM,OakStreetWeatherStation201701031700
63rd Street Weather Station,01/03/2017 06:00:00 PM,3.2,2.3,86,0,0,58.9,0,295,4.7,8.7,987.7,4,354,11.9,01/03/2017 6:00 PM,63rdStreetWeatherStation201701031800
Foster Weather Station,01/03/2017 06:00:00 PM,2.39,,78,,0,,,277,5.8,6.4,987.1,0,,15.2,01/03/2017 6:00 PM,FosterWeatherStation201701031800
Oak Street Weather Station,01/03/2017 06:00:00 PM,3.6,2.4,81,0,0,137,0,329,2.4,5.1,987.9,1,1,12,01/03/2017 6:00 PM,OakStreetWeatherStation201701031800
63rd Street Weather Station,01/03/2017 07:00:00 PM,2.8,1.9,86,0,0,58.9,0,309,2.6,5.1,987.4,4,354,11.9,01/03/2017 7:00 PM,63rdStreetWeatherStation201701031900
Foster Weather Station,01/03/2017 07:00:00 PM,2.17,,75,,0,,,319,2.9,3.2,987.1,0,,15.2,01/03/2017 7:00 PM,FosterWeatherStation201701031900
Oak Street Weather Station,01/03/2017 07:00:00 PM,3.2,2,82,0,0,137,0,325,2.4,3.9,987.8,1,1,12,01/03/2017 7:00 PM,OakStreetWeatherStation201701031900
63rd Street Weather Station,01/03/2017 08:00:00 PM,2.5,1.3,82,0,0,58.9,0,302,2.4,4.8,987.2,4,354,11.9,01/03/2017 8:00 PM,63rdStreetWeatherStation201701032000
Foster Weather Station,01/03/2017 08:00:00 PM,1.67,,75,,0,,,291,1.7,1.9,986.5,0,,15.2,01/03/2017 8:00 PM,FosterWeatherStation201701032000
Oak Street Weather Station,01/03/2017 08:00:00 PM,2.9,1.5,78,0,0,137,0,341,2.2,4.3,987.5,2,1,12,01/03/2017 8:00 PM,OakStreetWeatherStation201701032000
63rd Street Weather Station,01/03/2017 09:00:00 PM,0.8,-0.2,82,0,0,58.9,0,287,8.7,13.1,987.8,4,353,11.9,01/03/2017 9:00 PM,63rdStreetWeatherStation201701032100
Foster Weather Station,01/03/2017 09:00:00 PM,0.39,,70,,0,,,273,6.1,7,986.8,0,,15.2,01/03/2017 9:00 PM,FosterWeatherStation201701032100
Oak Street Weather Station,01/03/2017 09:00:00 PM,1.7,0.2,77,0,0,137,0,339,1.6,3.1,988,2,1,11.9,01/03/2017 9:00 PM,OakStreetWeatherStation201701032100
63rd Street Weather Station,01/03/2017 10:00:00 PM,-1.3,-2.5,79,0,0,58.9,0,285,4,7.4,988.1,5,353,11.9,01/03/2017 10:00 PM,63rdStreetWeatherStation201701032200
Foster Weather Station,01/03/2017 10:00:00 PM,-1.56,,66,,0,,,283,3.6,4.2,987.8,0,,14.8,01/03/2017 10:00 PM,FosterWeatherStation201701032200
Oak Street Weather Station,01/03/2017 10:00:00 PM,-0.4,-1.9,74,0,0,137,0,303,1.2,2.3,988.4,2,1,11.9,01/03/2017 10:00 PM,OakStreetWeatherStation201701032200
63rd Street Weather Station,01/03/2017 11:00:00 PM,-3.4,-4.5,76,0,0,58.9,0,269,7.4,11.7,988.8,5,354,11.9,01/03/2017 11:00 PM,63rdStreetWeatherStation201701032300
Foster Weather Station,01/03/2017 11:00:00 PM,-3.89,,67,,0,,,268,7.4,8.9,988.1,0,,14.8,01/03/2017 11:00 PM,FosterWeatherStation201701032300
Oak Street Weather Station,01/03/2017 11:00:00 PM,-3.1,-4.5,70,0,0,137,0,288,1.6,6.2,989.5,2,0,12,01/03/2017 11:00 PM,OakStreetWeatherStation201701032300
63rd Street Weather Station,01/04/2017 12:00:00 AM,-5,-6.3,71,0,0,58.9,0,291,4.7,8.9,989.5,5,353,11.9,01/04/2017 12:00 AM,63rdStreetWeatherStation201701042400
Foster Weather Station,01/04/2017 12:00:00 AM,-5.78,,62,,0,,,304,2.5,4.2,989.2,0,,15.2,01/04/2017 12:00 AM,FosterWeatherStation201701042400
Oak Street Weather Station,01/04/2017 12:00:00 AM,-4.3,-5.9,66,0,0,137,0,334,2.6,5.1,990,3,0,12,01/04/2017 12:00 AM,OakStreetWeatherStation201701042400
63rd Street Weather Station,01/04/2017 01:00:00 AM,-6.7,-7.9,71,0,0,58.9,0,283,6.6,11,990,5,353,11.8,01/04/2017 1:00 AM,63rdStreetWeatherStation201701040100
Foster Weather Station,01/04/2017 01:00:00 AM,-7.39,,62,,0,,,292,3,3.3,989.8,0,,14.8,01/04/2017 1:00 AM,FosterWeatherStation201701040100
Oak Street Weather Station,01/04/2017 01:00:00 AM,-5.5,-7,66,0,0,137,0,328,2.5,8.5,990.5,3,0,11.9,01/04/2017 1:00 AM,OakStreetWeatherStation201701040100
63rd Street Weather Station,01/04/2017 02:00:00 AM,-8,-9.1,71,0,0,58.9,0,280,6.1,13,991,6,353,11.9,01/04/2017 2:00 AM,63rdStreetWeatherStation201701040200
Foster Weather Station,01/04/2017 02:00:00 AM,-8.78,,62,,0,,,283,6.3,7.2,990.2,0,,15.2,01/04/2017 2:00 AM,FosterWeatherStation201701040200
Oak Street Weather Station,01/04/2017 02:00:00 AM,-7.2,-8.6,65,0,0,137,0,293,2.4,6.1,991.5,3,0,11.8,01/04/2017 2:00 AM,OakStreetWeatherStation201701040200
63rd Street Weather Station,01/04/2017 03:00:00 AM,-8.9,-10,70,0,0,58.9,0,285,4.1,9.4,991.6,6,353,11.9,01/04/2017 3:00 AM,63rdStreetWeatherStation201701040300
Foster Weather Station,01/04/2017 03:00:00 AM,-9.89,,62,,0,,,275,5.5,6.2,990.9,0,,15.2,01/04/2017 3:00 AM,FosterWeatherStation201701040300
Oak Street Weather Station,01/04/2017 03:00:00 AM,-8.2,-9.5,66,0,0,137,0,255,1.6,5.4,992,3,0,12,01/04/2017 3:00 AM,OakStreetWeatherStation201701040300
63rd Street Weather Station,01/04/2017 04:00:00 AM,-9.7,-10.8,69,0,0,58.9,0,283,5.5,11,991.9,6,353,11.9,01/04/2017 4:00 AM,63rdStreetWeatherStation201701040400
Foster Weather Station,01/04/2017 04:00:00 AM,-10.67,,61,,0,,,297,6,6.3,991.2,0,,15.2,01/04/2017 4:00 AM,FosterWeatherStation201701040400
Oak Street Weather Station,01/04/2017 04:00:00 AM,-9,-10.3,63,0,0,137,0,327,2.4,5.4,992.3,3,0,12,01/04/2017 4:00 AM,OakStreetWeatherStation201701040400
63rd Street Weather Station,01/04/2017 05:00:00 AM,-10,-11.1,67,0,0,58.9,0,279,4.5,7.7,992.3,6,353,11.8,01/04/2017 5:00 AM,63rdStreetWeatherStation201701040500
Foster Weather Station,01/04/2017 05:00:00 AM,-11.06,,58,,0,,,289,6.1,6.9,991.9,0,,14.9,01/04/2017 5:00 AM,FosterWeatherStation201701040500
Oak Street Weather Station,01/04/2017 05:00:00 AM,-9.1,-10.5,62,0,0,137,0,304,2.7,5,992.9,4,0,12,01/04/2017 5:00 AM,OakStreetWeatherStation201701040500
63rd Street Weather Station,01/04/2017 06:00:00 AM,-10.4,-11.5,66,0,0,58.9,0,295,6.1,9.5,993,6,353,11.9,01/04/2017 6:00 AM,63rdStreetWeatherStation201701040600
Foster Weather Station,01/04/2017 06:00:00 AM,-11.39,,58,,0,,,255,5.8,6.5,992.2,0,,14.9,01/04/2017 6:00 AM,FosterWeatherStation201701040600
Oak Street Weather Station,01/04/2017 06:00:00 AM,-9.5,-10.8,62,0,0,137,0,326,2.4,5,993.4,4,0,11.9,01/04/2017 6:00 AM,OakStreetWeatherStation201701040600
63rd Street Weather Station,01/04/2017 07:00:00 AM,-10.6,-11.7,66,0,0,58.9,0,290,4.3,7.5,993.2,7,353,11.9,01/04/2017 7:00 AM,63rdStreetWeatherStation201701040700
Foster Weather Station,01/04/2017 07:00:00 AM,-12,,60,,0,,,251,3.6,4.5,992.9,0,,14.9,01/04/2017 7:00 AM,FosterWeatherStation201701040700
Oak Street Weather Station,01/04/2017 07:00:00 AM,-10,-11.3,62,0,0,137,0,307,1.6,3.5,994,4,0,12,01/04/2017 7:00 AM,OakStreetWeatherStation201701040700
63rd Street Weather Station,01/04/2017 08:00:00 AM,-10.9,-12,67,0,0,58.9,0,284,7.4,11.8,993.7,52,353,11.8,01/04/2017 8:00 AM,63rdStreetWeatherStation201701040800
Foster Weather Station,01/04/2017 08:00:00 AM,-12,,60,,0,,,271,6.9,8,992.9,0,,14.9,01/04/2017 8:00 AM,FosterWeatherStation201701040800
Oak Street Weather Station,01/04/2017 08:00:00 AM,-10.3,-11.5,64,0,0,137,0,322,1.2,6.1,994.2,22,0,11.9,01/04/2017 8:00 AM,OakStreetWeatherStation201701040800
63rd Street Weather Station,01/04/2017 09:00:00 AM,-10.3,-11.5,66,0,0,58.9,0,280,6,9.5,994.1,195,354,11.9,01/04/2017 9:00 AM,63rdStreetWeatherStation201701040900
Foster Weather Station,01/04/2017 09:00:00 AM,-11.89,,58,,0,,,275,5,5.9,993.6,0,,14.8,01/04/2017 9:00 AM,FosterWeatherStation201701040900
Oak Street Weather Station,01/04/2017 09:00:00 AM,-10,-11.3,62,0,0,137,0,350,1.8,4.1,994.5,31,0,12.1,01/04/2017 9:00 AM,OakStreetWeatherStation201701040900
63rd Street Weather Station,01/04/2017 10:00:00 AM,-9.7,-11,61,0,0,58.9,0,273,6.9,12.1,994.4,320,353,11.9,01/04/2017 10:00 AM,63rdStreetWeatherStation201701041000
Foster Weather Station,01/04/2017 10:00:00 AM,-10.78,,54,,0,,,269,7.1,7.6,993.9,0,,14.8,01/04/2017 10:00 AM,FosterWeatherStation201701041000
Oak Street Weather Station,01/04/2017 10:00:00 AM,-8.7,-10.3,57,0,0,137,0,333,2,4.4,995.1,289,0,12,01/04/2017 10:00 AM,OakStreetWeatherStation201701041000
63rd Street Weather Station,01/04/2017 11:00:00 AM,-8.6,-10.1,60,0,0,58.9,0,279,4.8,8.8,993.9,394,354,11.8,01/04/2017 11:00 AM,63rdStreetWeatherStation201701041100
Foster Weather Station,01/04/2017 11:00:00 AM,-10.28,,52,,0.03,,,269,6.3,6.9,993.6,0,,14.8,01/04/2017 11:00 AM,FosterWeatherStation201701041100
63rd Street Weather Station,01/04/2017 12:00:00 PM,-8.4,-10,56,0,0,58.9,0,285,6.2,11.4,993.5,425,353,11.9,01/04/2017 12:00 PM,63rdStreetWeatherStation201701041200
Foster Weather Station,01/04/2017 12:00:00 PM,-9.5,,49,,0,,,289,5.9,7,992.9,0,,14.8,01/04/2017 12:00 PM,FosterWeatherStation201701041200
Oak Street Weather Station,01/04/2017 12:00:00 PM,-8.2,-10,54,0,0,137,0,336,2.2,6.2,993.9,31,0,12,01/04/2017 12:00 PM,OakStreetWeatherStation201701041200
63rd Street Weather Station,01/04/2017 01:00:00 PM,-7.3,-9.3,52,0,0,58.9,0,285,6.8,9.6,992.8,402,353,11.9,01/04/2017 1:00 PM,63rdStreetWeatherStation201701041300
Foster Weather Station,01/04/2017 01:00:00 PM,-8.78,,47,,0,,,201,5.1,5.9,992.2,0,,15.2,01/04/2017 1:00 PM,FosterWeatherStation201701041300
Oak Street Weather Station,01/04/2017 01:00:00 PM,-7,-9,50,0,0,137,0,334,2.4,5,993.3,25,0,12.1,01/04/2017 1:00 PM,OakStreetWeatherStation201701041300
63rd Street Weather Station,01/04/2017 02:00:00 PM,-7.1,-9.1,50,0,0,58.9,0,275,10,12.2,992.8,329,353,11.9,01/04/2017 2:00 PM,63rdStreetWeatherStation201701041400
Foster Weather Station,01/04/2017 02:00:00 PM,-8.06,,44,,0,,,281,4.2,4.6,992.2,0,,15.2,01/04/2017 2:00 PM,FosterWeatherStation201701041400
Oak Street Weather Station,01/04/2017 02:00:00 PM,-6.6,-8.7,50,0,0,137,0,339,1.1,3.2,993.3,23,1,12.1,01/04/2017 2:00 PM,OakStreetWeatherStation201701041400
63rd Street Weather Station,01/04/2017 03:00:00 PM,-6.5,-8.7,47,0,0,58.9,0,272,7.1,11.6,993.1,218,353,11.9,01/04/2017 3:00 PM,63rdStreetWeatherStation201701041500
Foster Weather Station,01/04/2017 03:00:00 PM,-8,,42,,0,,,280,6.2,6.7,992.2,0,,14.8,01/04/2017 3:00 PM,FosterWeatherStation201701041500
Oak Street Weather Station,01/04/2017 03:00:00 PM,-6.6,-8.8,46,0,0,137,0,315,1.6,2.8,993.3,20,0,12,01/04/2017 3:00 PM,OakStreetWeatherStation201701041500
63rd Street Weather Station,01/04/2017 04:00:00 PM,-7.1,-9.3,46,0,0,58.9,0,282,6.3,10.8,993.1,79,353,11.9,01/04/2017 4:00 PM,63rdStreetWeatherStation201701041600
Foster Weather Station,01/04/2017 04:00:00 PM,-8.06,,40,,0,,,265,4.9,6.3,992.6,0,,15.2,01/04/2017 4:00 PM,FosterWeatherStation201701041600
Oak Street Weather Station,01/04/2017 04:00:00 PM,-6.5,-8.8,44,0,0,137,0,272,2.5,6.6,993.5,14,0,12,01/04/2017 4:00 PM,OakStreetWeatherStation201701041600
63rd Street Weather Station,01/04/2017 05:00:00 PM,-7.8,-9.8,47,0,0,58.9,0,295,5,9.9,993.7,6,353,11.9,01/04/2017 5:00 PM,63rdStreetWeatherStation201701041700
Foster Weather Station,01/04/2017 05:00:00 PM,-8.67,,41,,0,,,275,3.9,4.4,993.2,0,,14.8,01/04/2017 5:00 PM,FosterWeatherStation201701041700
Oak Street Weather Station,01/04/2017 05:00:00 PM,-7.4,-9.5,47,0,0,137,0,34,1.3,3.1,994.2,3,0,12,01/04/2017 5:00 PM,OakStreetWeatherStation201701041700
63rd Street Weather Station,01/04/2017 06:00:00 PM,-8.5,-10.3,50,0,0,58.9,0,293,6.8,11.6,994.1,6,353,11.9,01/04/2017 6:00 PM,63rdStreetWeatherStation201701041800
Foster Weather Station,01/04/2017 06:00:00 PM,-9.56,,48,,0,,,258,6.4,6.7,993.6,0,,15.2,01/04/2017 6:00 PM,FosterWeatherStation201701041800
Oak Street Weather Station,01/04/2017 06:00:00 PM,-8.1,-10,49,0,0,137,0,282,1.3,5.2,994.8,3,0,12,01/04/2017 6:00 PM,OakStreetWeatherStation201701041800
63rd Street Weather Station,01/04/2017 07:00:00 PM,-9,-10.7,54,0,0,58.9,0,288,3.3,5.6,994,6,353,11.9,01/04/2017 7:00 PM,63rdStreetWeatherStation201701041900
Foster Weather Station,01/04/2017 07:00:00 PM,-10.39,,49,,0,,,256,3.4,3.7,993.6,0,,15.2,01/04/2017 7:00 PM,FosterWeatherStation201701041900
Oak Street Weather Station,01/04/2017 07:00:00 PM,-8.7,-10.4,51,0,0,137,0,328,2.1,2.7,994.6,3,0,12,01/04/2017 7:00 PM,OakStreetWeatherStation201701041900
63rd Street Weather Station,01/04/2017 08:00:00 PM,-9.6,-11.2,54,0,0,58.9,0,284,5.5,8.7,993.6,6,354,11.9,01/04/2017 8:00 PM,63rdStreetWeatherStation201701042000
Foster Weather Station,01/04/2017 08:00:00 PM,-11.06,,51,,0,,,250,4.3,4.6,992.9,0,,14.9,01/04/2017 8:00 PM,FosterWeatherStation201701042000
Oak Street Weather Station,01/04/2017 08:00:00 PM,-9.1,-10.8,52,0,0,137,0,303,1,4.9,994.1,3,0,11.9,01/04/2017 8:00 PM,OakStreetWeatherStation201701042000
63rd Street Weather Station,01/04/2017 09:00:00 PM,-10.1,-11.6,57,0,0,58.9,0,284,4.8,9.3,993.5,6,353,11.9,01/04/2017 9:00 PM,63rdStreetWeatherStation201701042100
Foster Weather Station,01/04/2017 09:00:00 PM,-11.39,,53,,0,,,288,7,7.9,992.9,0,,14.9,01/04/2017 9:00 PM,FosterWeatherStation201701042100
Oak Street Weather Station,01/04/2017 09:00:00 PM,-9.6,-11.1,55,0,0,137,0,308,1.9,4.3,994.2,3,0,12,01/04/2017 9:00 PM,OakStreetWeatherStation201701042100
63rd Street Weather Station,01/04/2017 10:00:00 PM,-10.5,-11.8,59,0,0,58.9,0,289,4.9,9.5,993.8,6,354,11.9,01/04/2017 10:00 PM,63rdStreetWeatherStation201701042200
Foster Weather Station,01/04/2017 10:00:00 PM,-11.67,,55,,0,,,275,4.4,5,993.6,0,,15.2,01/04/2017 10:00 PM,FosterWeatherStation201701042200
Oak Street Weather Station,01/04/2017 10:00:00 PM,-10,-11.5,57,0,0,137,0,353,1.6,3.2,994.6,4,0,12,01/04/2017 10:00 PM,OakStreetWeatherStation201701042200
63rd Street Weather Station,01/04/2017 11:00:00 PM,-11,-12.2,62,0,0,58.9,0,283,5.5,8.6,994.3,6,353,11.8,01/04/2017 11:00 PM,63rdStreetWeatherStation201701042300
Foster Weather Station,01/04/2017 11:00:00 PM,-12.56,,53,,0,,,284,5.9,6.2,993.9,0,,14.9,01/04/2017 11:00 PM,FosterWeatherStation201701042300
Oak Street Weather Station,01/04/2017 11:00:00 PM,-10.5,-11.9,59,0,0,137,0,338,2.2,4.1,994.8,4,0,12,01/04/2017 11:00 PM,OakStreetWeatherStation201701042300
63rd Street Weather Station,01/05/2017 12:00:00 AM,-11.4,-12.5,64,0,0,58.9,0,276,4.8,7.2,993.8,6,354,11.9,01/05/2017 12:00 AM,63rdStreetWeatherStation201701052400
Foster Weather Station,01/05/2017 12:00:00 AM,-13.06,,56,,0,,,289,4.1,4.5,993.9,0,,14.9,01/05/2017 12:00 AM,FosterWeatherStation201701052400
Oak Street Weather Station,01/05/2017 12:00:00 AM,-11.2,-12.5,58,0,0,137,0,327,0.9,3.6,994.6,4,0,12,01/05/2017 12:00 AM,OakStreetWeatherStation201701052400
63rd Street Weather Station,01/05/2017 01:00:00 AM,-11.8,-12.9,65,0,0,58.9,0,289,3.3,5.8,993.7,6,353,11.9,01/05/2017 1:00 AM,63rdStreetWeatherStation201701050100
Foster Weather Station,01/05/2017 01:00:00 AM,-13.78,,57,,0,,,266,2.2,2.5,993.9,0,,14.9,01/05/2017 1:00 AM,FosterWeatherStation201701050100
Oak Street Weather Station,01/05/2017 01:00:00 AM,-11.9,-13.2,59,0,0,137,0,0,0.7,2.4,994.7,4,0,11.9,01/05/2017 1:00 AM,OakStreetWeatherStation201701050100
63rd Street Weather Station,01/05/2017 02:00:00 AM,-12.3,-13.4,62,0,0,58.9,0,285,4.8,8.5,994.3,6,353,11.9,01/05/2017 2:00 AM,63rdStreetWeatherStation201701050200
Foster Weather Station,01/05/2017 02:00:00 AM,-14,,57,,0,,,280,4.6,6.7,993.9,0,,14.9,01/05/2017 2:00 AM,FosterWeatherStation201701050200
Oak Street Weather Station,01/05/2017 02:00:00 AM,-12,-13.2,60,0,0,137,0,309,1.9,4.7,995.1,4,0,12,01/05/2017 2:00 AM,OakStreetWeatherStation201701050200
63rd Street Weather Station,01/05/2017 03:00:00 AM,-12.5,-13.6,64,0,0,58.9,0,300,2.6,4.9,994.2,6,353,11.9,01/05/2017 3:00 AM,63rdStreetWeatherStation201701050300
Foster Weather Station,01/05/2017 03:00:00 AM,-14.06,,57,,0,,,291,5.4,6.1,993.9,0,,14.9,01/05/2017 3:00 AM,FosterWeatherStation201701050300
